temp_max,temp_min,humidity,wind_speed,precipitation,evapotranspiration_et0,soil_moisture_prev,soil_moisture_target
35.8,24.5,49.1,21.7,0.0,4.56,17.2,10.4
30.0,21.8,76.2,8.5,0.0,1.99,31.1,28.1
38.3,27.3,47.8,11.5,0.0,4.08,50.5,44.4
36.2,26.3,57.0,6.5,0.0,3.16,27.0,22.2
39.8,28.2,61.2,8.3,14.7,3.6,36.1,42.4
24.4,11.4,52.9,10.2,0.0,2.16,56.1,52.8
28.1,15.5,65.9,24.8,0.0,3.38,58.2,53.2
28.3,17.8,49.7,10.4,0.0,2.73,41.5,37.4
28.1,19.3,47.5,12.6,0.0,2.96,31.1,26.6
23.0,12.2,76.0,8.6,12.9,1.17,31.7,40.2
33.2,19.5,71.8,18.7,0.0,3.33,27.9,22.9
32.8,19.5,78.2,13.9,0.0,2.7,25.1,21.1
22.7,9.6,44.6,12.2,0.0,2.36,20.4,16.9
31.2,22.5,54.3,5.9,0.0,2.59,50.8,46.9
35.5,24.5,75.6,9.6,0.0,2.76,27.4,23.3
29.2,20.5,35.6,23.6,9.7,4.33,38.8,40.0
29.0,15.7,79.5,11.5,6.8,2.01,36.3,38.8
27.8,17.0,71.7,13.4,10.2,2.25,48.4,53.2
30.5,21.0,53.5,14.1,0.0,3.18,59.8,55.0
37.4,25.2,77.0,18.3,0.0,3.64,33.6,28.1
32.0,23.7,45.4,12.4,0.0,3.47,35.9,30.7
34.2,21.9,32.3,10.2,6.3,3.94,37.6,36.8
36.8,27.2,75.3,22.8,0.0,3.98,45.7,39.7
24.3,11.9,39.1,18.7,0.0,3.25,56.8,51.9
31.3,23.1,56.4,20.9,0.0,3.73,58.5,52.9
38.9,27.7,41.4,5.1,0.0,3.83,57.2,51.5
27.5,15.7,70.1,16.6,0.0,2.52,18.5,14.7
39.9,29.6,56.4,13.9,0.0,4.21,41.9,35.6
36.2,25.1,67.7,11.8,0.0,3.26,17.9,13.0
32.9,24.4,54.4,10.2,0.0,3.13,15.6,10.9
29.8,17.1,40.4,21.3,0.0,4.07,46.9,40.8
26.2,16.5,39.2,8.7,21.7,2.66,38.8,52.2
28.6,18.8,60.0,11.5,0.0,2.55,24.5,20.7
39.6,27.7,82.6,5.3,13.5,2.7,56.1,62.8
36.6,24.9,31.7,12.1,0.0,4.41,39.4,32.8
27.2,17.6,64.1,23.9,0.0,3.25,45.1,40.2
41.7,32.8,31.9,19.9,0.0,5.64,34.3,25.8
26.5,15.5,54.3,11.9,0.0,2.5,32.3,28.5
40.8,26.9,76.2,24.8,0.0,4.59,52.9,46.0
30.1,17.7,41.1,21.2,8.2,4.08,52.0,52.4
36.9,25.9,67.0,8.7,0.0,3.12,15.4,10.7
38.7,27.6,81.9,14.6,0.0,3.35,35.3,30.2
29.2,20.2,76.3,12.8,0.0,2.24,15.9,12.5
23.2,11.6,78.4,14.9,4.7,1.62,55.5,56.8
36.0,22.2,34.5,23.1,0.0,5.13,55.2,47.5
22.1,9.7,60.2,16.5,0.0,2.17,48.4,45.2
42.0,29.7,67.3,18.1,0.0,4.47,30.4,23.7
28.4,15.7,32.9,20.2,0.0,4.04,38.5,32.4
40.2,29.4,39.8,12.2,0.0,4.61,59.7,52.8
30.4,21.4,45.7,16.1,0.0,3.57,43.4,38.0
38.7,26.4,44.3,12.9,0.0,4.35,43.5,37.0
25.3,15.4,73.5,8.4,0.0,1.51,40.4,38.1
24.9,12.8,37.8,13.0,0.0,2.9,46.1,41.7
37.6,28.6,74.7,5.1,0.0,2.69,38.3,34.2
34.5,25.0,30.5,14.1,22.5,4.35,22.8,34.3
30.5,19.9,60.4,20.7,0.0,3.5,16.2,10.9
37.4,28.9,65.3,21.1,0.0,4.22,35.2,28.9
22.3,9.5,68.7,9.6,0.0,1.38,46.3,44.2
29.2,20.2,58.5,19.5,0.0,3.3,20.5,15.5
38.6,29.1,58.2,18.8,0.0,4.39,44.2,37.6
31.2,19.8,62.5,21.5,0.0,3.59,26.9,21.5
23.2,15.2,79.7,23.8,13.2,2.3,21.8,28.9
41.0,31.5,57.6,8.3,0.0,3.85,27.0,21.2
31.5,21.0,48.2,7.1,0.0,2.9,53.3,48.9
36.6,24.3,50.1,19.2,0.0,4.42,21.8,15.1
30.4,21.6,36.3,5.5,0.0,2.99,29.9,25.4
36.0,24.8,77.2,8.5,0.0,2.68,57.3,53.3
30.9,18.1,57.1,14.4,21.6,3.15,18.5,31.1
28.2,16.2,57.9,22.6,16.9,3.46,36.5,44.8
25.1,12.6,52.6,15.6,0.0,2.68,36.9,32.9
38.5,25.8,66.5,22.9,0.0,4.46,51.9,45.2
29.6,16.7,57.2,22.2,0.0,3.6,41.9,36.5
32.2,19.5,44.7,5.3,0.0,2.94,37.8,33.4
27.9,17.6,37.3,10.5,0.0,3.08,28.5,23.9
28.0,16.6,43.8,23.8,0.0,3.95,20.8,14.9
27.6,15.2,30.8,23.8,0.0,4.29,38.4,32.0
41.8,30.7,82.1,23.3,0.0,4.41,51.6,44.9
27.9,17.8,50.1,24.6,0.0,3.82,19.9,14.2
37.6,27.4,64.2,23.5,0.0,4.46,43.7,37.0
34.9,23.2,38.8,14.1,16.4,4.15,40.9,47.8
28.4,17.2,57.1,10.0,0.0,2.49,49.3,45.6
37.1,26.3,69.5,14.0,0.0,3.49,30.0,24.7
40.5,29.3,59.5,18.4,0.0,4.55,47.6,40.8
28.4,18.0,67.1,12.6,22.1,2.4,56.5,65.0
34.5,21.7,84.3,17.3,0.0,3.0,31.2,26.7
36.0,27.7,73.4,21.6,0.0,3.85,43.8,38.0
39.2,25.9,35.9,21.5,0.0,5.35,47.7,39.7
28.5,20.2,41.5,13.2,0.0,3.23,19.5,14.7
38.3,24.3,73.4,14.5,0.0,3.55,15.3,10.0
26.2,12.8,31.2,23.1,5.1,4.05,22.9,20.9
38.0,27.1,38.0,18.7,0.0,4.92,40.8,33.4
24.0,15.6,73.8,17.5,0.0,2.07,39.6,36.5
23.2,12.8,66.2,12.7,0.0,1.82,33.2,30.5
32.9,23.6,38.4,17.9,0.0,4.23,15.2,10.0
27.7,15.8,74.7,11.2,0.0,1.98,26.9,24.0
35.8,23.6,37.2,18.3,0.0,4.65,22.8,15.8
32.0,21.3,72.6,6.7,0.0,2.2,19.8,16.5
26.1,15.1,55.5,24.8,0.0,3.46,29.7,24.5
40.0,30.1,45.1,14.9,0.0,4.64,46.9,39.9
35.5,23.2,66.3,20.2,6.1,3.89,31.3,30.3
39.0,26.7,61.2,5.4,0.0,3.28,51.2,46.2
26.8,14.5,40.2,17.1,0.0,3.39,48.8,43.8
30.8,19.0,56.8,23.9,0.0,3.9,24.4,18.6
35.4,24.1,74.2,8.5,0.0,2.7,56.5,52.4
40.6,29.9,32.6,11.1,0.0,4.78,33.7,26.5
28.4,15.4,30.2,17.9,0.0,3.93,44.7,38.8
32.4,20.7,74.6,20.7,2.7,3.31,52.8,49.9
33.5,19.8,53.7,8.5,0.0,3.09,34.6,30.0
32.3,19.5,66.1,8.7,0.0,2.6,41.6,37.7
33.6,21.5,61.0,14.2,0.0,3.33,47.6,42.6
26.5,15.5,55.2,5.8,0.0,1.99,32.0,29.0
23.5,12.7,38.9,19.1,0.0,3.18,27.2,22.4
41.0,31.3,60.5,21.0,0.0,4.79,58.2,51.1
38.9,25.4,50.5,16.0,0.0,4.43,55.7,49.0
40.9,27.6,70.2,5.5,0.0,3.24,20.8,15.9
25.1,15.3,34.1,9.9,0.0,2.78,29.0,24.9
25.2,12.9,75.6,11.3,0.0,1.66,25.9,23.4
29.9,21.3,66.8,21.4,0.0,3.3,34.0,29.0
27.8,17.3,53.3,18.3,0.0,3.2,18.2,13.4
41.1,27.6,36.5,8.7,0.0,4.53,40.2,33.4
24.7,15.5,79.6,7.2,0.0,1.15,49.3,47.6
39.8,29.8,39.0,19.7,0.0,5.18,59.1,51.3
24.8,12.5,53.0,23.3,0.0,3.25,35.1,30.2
24.5,14.6,52.0,5.4,0.0,1.81,30.1,27.4
38.1,29.4,71.8,19.3,0.0,3.96,18.7,12.8
38.8,29.3,38.0,12.2,0.0,4.49,29.7,22.9
41.5,28.2,78.0,13.0,0.0,3.68,45.8,40.3
38.6,27.6,38.8,22.7,0.0,5.29,58.6,50.6
27.1,13.1,42.2,12.4,0.0,2.97,46.2,41.7
36.4,25.5,34.2,14.9,0.0,4.54,44.6,37.8
25.6,15.3,83.1,6.8,0.0,1.13,19.1,17.4
25.1,13.5,54.4,16.0,0.0,2.66,51.8,47.8
39.8,28.1,56.9,14.2,0.0,4.2,38.5,32.2
24.1,15.3,49.6,6.4,0.0,1.91,44.5,41.7
22.2,10.6,72.5,8.4,2.7,1.17,38.1,38.4
35.1,24.4,51.4,14.1,0.0,3.8,16.5,10.8
37.7,25.7,43.3,15.5,10.7,4.46,22.8,24.7
22.4,12.3,69.9,23.4,0.0,2.47,33.1,29.4
42.0,32.3,40.3,14.3,0.0,4.97,31.0,23.5
35.9,26.8,58.1,15.0,0.0,3.77,56.7,51.1
35.3,25.4,67.9,10.0,0.0,3.0,52.0,47.5
30.6,17.9,52.5,6.5,0.0,2.62,33.2,29.3
40.6,30.8,76.4,18.6,0.0,4.07,28.1,22.0
31.2,18.3,65.4,12.2,0.0,2.76,59.8,55.7
36.8,25.1,75.5,13.8,0.0,3.26,39.8,35.0
28.5,20.0,50.7,16.4,0.0,3.21,54.4,49.6
40.9,32.3,63.0,18.3,14.5,4.48,30.1,35.0
23.5,15.2,71.8,17.3,0.0,2.06,45.8,42.7
24.7,15.8,43.9,13.0,0.0,2.68,45.3,41.3
27.1,18.8,67.6,17.5,0.0,2.62,26.8,22.8
32.3,22.2,75.0,6.4,0.0,2.14,42.1,38.9
26.1,14.1,37.5,5.5,0.0,2.44,30.0,26.3
25.1,16.1,78.7,18.1,0.0,2.1,51.0,47.9
37.4,26.4,75.1,13.3,0.0,3.29,49.1,44.2
35.6,25.6,64.7,15.1,0.0,3.54,59.6,54.3
32.1,23.9,64.5,19.6,0.0,3.48,43.5,38.3
22.4,13.7,38.9,9.2,0.0,2.26,28.9,25.5
28.2,15.7,52.7,6.3,0.0,2.31,20.9,17.4
33.4,20.8,81.1,6.3,0.0,2.09,44.4,41.2
28.3,17.6,31.1,18.9,0.0,3.97,59.0,53.0
38.6,30.4,65.9,14.9,0.0,3.85,55.6,49.8
41.8,28.6,60.1,19.3,0.0,4.75,41.0,33.9
38.8,25.1,61.4,8.2,4.7,3.47,36.4,35.0
31.6,19.9,56.6,24.5,0.0,4.05,54.3,48.2
24.0,12.4,65.7,20.4,0.0,2.55,23.9,20.1
29.4,19.7,53.1,15.6,0.0,3.18,53.0,48.3
40.2,29.4,34.9,20.9,0.0,5.45,39.6,31.4
33.9,21.9,79.0,24.0,0.0,3.62,51.4,46.0
39.8,31.5,76.7,6.4,0.0,2.99,22.6,18.1
29.2,20.1,54.4,13.2,21.1,2.93,53.4,65.0
37.8,24.7,71.3,23.7,0.0,4.29,41.2,34.8
39.2,29.1,32.8,20.0,0.0,5.32,36.3,28.4
26.8,13.8,82.7,6.1,0.0,1.22,23.5,21.7
35.5,24.9,55.1,8.1,0.0,3.25,28.6,23.8
34.2,24.9,63.8,12.6,0.0,3.2,28.8,24.0
35.5,24.1,76.8,9.8,6.2,2.74,30.5,31.3
25.6,17.1,54.5,18.5,0.0,2.92,32.9,28.6
31.6,19.0,49.4,20.7,0.0,3.96,54.6,48.7
31.1,19.6,69.4,12.0,0.0,2.61,34.7,30.7
38.9,29.4,30.6,17.7,0.0,5.17,17.7,10.0
31.8,22.7,64.6,13.9,11.5,2.98,25.5,30.2
35.1,25.3,75.2,5.3,0.0,2.37,42.8,39.2
22.5,13.2,48.0,5.4,0.0,1.69,43.4,40.9
26.6,15.3,85.0,22.7,4.9,2.46,37.2,37.5
26.9,18.4,44.0,6.2,0.0,2.41,37.1,33.4
22.1,11.2,58.6,17.1,0.0,2.27,59.2,55.8
32.5,19.5,34.7,15.6,0.0,4.11,40.4,34.2
26.6,18.2,51.3,18.0,0.0,3.09,25.6,21.0
40.4,31.9,81.2,21.6,8.9,4.14,17.3,18.2
41.9,31.3,66.4,9.7,0.0,3.81,27.3,21.6
27.2,17.3,55.4,5.4,0.0,2.03,16.4,13.4
32.8,22.0,43.3,11.6,0.0,3.56,15.4,10.1
28.3,16.3,38.4,16.2,5.6,3.55,49.8,48.9
27.3,17.1,70.2,8.6,0.0,1.86,56.3,53.5
33.1,24.8,62.4,6.8,0.0,2.64,53.2,49.3
22.2,13.8,50.0,25.0,0.0,3.17,22.1,17.3
